what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1529740640983
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1529740648364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529740651029
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529740658789
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1529740658806
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1529740703605
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1529740706600
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1529740707236
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201101251503,"org.eclipse.linuxtools.cdt.libhover",1529740711531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1529740717992
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1529740725878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1529740733359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529740734289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529740751257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529740753193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529740766236
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1529740769639
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1529740776941
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529740814467
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1529740819212
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1529740825708
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741095349
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1529741095385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741099641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741149167
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1529741149227
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1529741150705
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1529741151405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1529741153156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741159850
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741168879
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.excludeCommand",1529741168894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741171814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741174619
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.excludeCommand",1529741174635
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741178236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1529741186794
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.excludeCommand",1529741188332
